customer_id,credit_score,payment_history,credit_utilization,recent_inquiries,debt_to_income_ratio,length_of_credit_history
60759,520.0,64.82,0.26,5,0.43,2.24
60760,360.0,62.2,0.53,5,0.97,3.46
60761,612.0,92.23,0.55,3,0.08,16.87
60762,584.0,61.37,0.64,3,0.07,11.1
60763,756.0,90.65,0.39,2,0.83,11.01
60764,491.0,76.08,0.8,2,0.11,6.62
60765,497.0,89.66,0.6,1,0.99,19.09
60766,539.0,66.97,0.14,2,0.17,4.85
60767,674.0,54.17,0.3,2,0.83,2.66
60768,790.0,69.23,0.79,1,0.67,13.6
60769,823.0,67.13,0.65,0,0.38,12.49
60770,721.0,51.18,0.63,2,0.57,16.82
60771,690.0,87.69,0.73,2,0.19,16.72
60772,675.0,50.66,0.67,5,0.67,11.97
60773,401.0,85.39,0.73,1,0.81,0.84
60774,641.0,89.48,0.54,3,0.66,16.76
60775,417.0,51.56,0.05,1,0.76,16.34
60776,560.0,95.91,0.61,0,0.25,2.55
60777,637.0,53.75,0.66,2,0.17,2.34
60778,684.0,70.84,0.46,1,0.5,2.22
60779,507.0,92.88,0.37,1,0.23,10.77
60780,540.0,61.14,0.97,0,0.58,3.46
60781,578.0,95.93,0.98,0,0.09,9.81
60782,514.0,87.94,0.46,2,0.88,5.86
60783,716.0,82.97,0.67,2,0.46,13.83
60784,447.0,72.88,0.41,3,0.21,4.34
60785,574.0,79.58,0.52,2,0.57,16.55
60786,673.0,55.76,0.88,2,0.76,13.88
60787,705.0,50.65,0.54,3,0.62,8.35
60788,706.0,65.87,0.21,3,0.13,14.29
60789,593.0,94.48,0.44,0,0.97,15.93
60790,468.0,66.9,0.1,0,0.31,4.54
60791,701.0,97.75,0.73,1,0.69,15.44
60792,663.0,85.36,0.11,2,0.42,7.84
60793,482.0,74.32,0.9,0,0.11,18.4
60794,524.0,65.79,0.2,4,0.6,15.54
60795,528.0,62.96,0.61,2,0.65,10.3
60796,755.0,75.09,0.91,1,0.01,11.64
60797,742.0,70.21,0.57,1,0.07,12.61
60798,782.0,79.62,0.31,3,0.99,10.02
60799,651.0,99.35,0.64,5,0.0,12.85
60800,595.0,78.66,0.21,0,0.19,4.61
60801,531.0,85.05,0.38,0,0.34,16.13
60802,673.0,61.22,0.76,2,0.77,6.96
60803,639.0,56.64,0.35,2,0.07,6.06
60804,347.0,81.85,0.5,3,0.23,13.08
60805,687.0,51.6,1.0,2,0.01,2.29
60806,363.0,67.72,0.65,6,0.67,3.66
60807,605.0,52.71,0.3,0,0.18,4.25
60808,556.0,91.98,0.16,4,0.15,4.56
60809,632.0,79.0,0.61,0,0.15,17.29
60810,553.0,92.85,0.18,2,0.44,4.22
60811,496.0,86.53,0.98,2,0.29,14.39
60812,668.0,83.7,0.51,1,0.48,13.24
60813,630.0,51.83,0.86,2,0.06,2.99
60814,555.0,55.15,0.58,7,0.16,11.17
60815,492.0,50.88,0.29,2,0.47,6.8
60816,650.0,54.11,0.49,3,0.6,4.18
60817,632.0,60.67,0.6,2,0.19,6.32
60818,534.0,86.42,0.23,2,0.96,16.44
60819,595.0,61.74,0.4,2,0.66,3.34
60820,449.0,54.54,0.52,2,0.83,13.61
60821,544.0,79.5,0.17,1,0.19,13.84
60822,588.0,53.48,0.94,2,0.66,10.8
60823,717.0,71.81,0.92,2,0.68,8.56
60824,660.0,78.56,0.57,1,0.67,7.32
60825,687.0,53.44,0.24,7,0.58,10.65
60826,524.0,74.22,0.74,3,0.21,14.89
60827,498.0,87.79,0.28,3,0.81,9.72
60828,458.0,80.46,0.8,3,0.72,14.67
60829,716.0,64.93,0.81,2,0.06,16.53
60830,445.0,69.45,0.58,3,0.77,11.52
60831,535.0,57.0,0.09,2,0.21,10.41
60832,781.0,81.22,0.28,4,0.05,8.5
60833,574.0,62.21,0.29,0,0.72,2.4
60834,645.0,61.29,0.25,3,0.47,9.3
60835,719.0,72.45,0.82,3,0.16,8.31
60836,590.0,85.66,0.36,0,0.95,11.64
60837,516.0,51.41,0.48,2,0.95,9.09
60838,703.0,73.76,0.28,3,0.26,11.2
60839,504.0,75.14,0.26,4,0.35,13.88
60840,750.0,73.71,0.28,1,0.45,12.28
60841,316.0,91.85,0.56,3,0.51,1.02
60842,561.0,79.96,0.57,2,0.82,10.94
60843,522.0,60.78,0.3,1,0.11,17.3
60844,612.0,53.35,0.6,2,0.62,17.09
60845,601.0,79.99,0.38,1,0.67,4.03
60846,500.0,50.55,0.44,1,0.07,5.86
60847,599.0,67.95,0.89,1,0.4,14.76
60848,443.0,50.63,0.23,1,0.22,13.82
60849,575.0,95.77,0.52,3,0.8,15.17
60850,348.0,71.66,0.72,1,0.95,0.64
60851,396.0,60.73,0.56,5,0.2,15.33
60852,614.0,87.34,0.97,3,0.96,19.02
60853,540.0,94.62,0.41,5,0.91,9.45
60854,619.0,71.19,0.87,1,0.29,15.82
60855,449.0,56.89,0.24,2,0.44,1.27
60856,568.0,56.41,0.65,2,0.68,17.36
60857,850.0,95.27,0.88,2,0.8,3.12
60858,615.0,86.78,0.64,1,0.29,5.96
60859,634.0,57.43,0.31,0,0.95,6.48
60860,464.0,87.56,0.76,3,0.18,3.03
60861,681.0,70.23,0.16,3,0.61,9.46
60862,426.0,78.11,0.22,0,0.9,7.24
60863,340.0,93.61,0.4,2,0.68,15.5
60864,595.0,79.23,0.91,2,0.03,19.4
60865,490.0,89.53,0.7,1,0.45,9.93
60866,721.0,93.18,0.1,2,0.58,14.14
60867,620.0,69.65,0.96,0,0.88,11.26
60868,548.0,80.19,0.59,0,0.45,6.52
60869,413.0,71.76,0.39,2,0.77,18.07
60870,556.0,60.45,0.9,2,0.53,10.47
60871,718.0,76.18,0.09,0,0.54,13.77
60872,580.0,85.58,0.95,3,0.14,17.8
60873,686.0,75.5,0.29,3,0.65,15.55
60874,649.0,83.95,0.67,2,0.96,18.69
60875,352.0,73.87,0.53,3,0.42,18.11
60876,612.0,82.79,0.66,3,0.01,19.26
60877,701.0,98.38,0.06,4,0.55,6.12
60878,714.0,83.92,0.05,2,0.3,14.87
60879,600.0,69.72,0.56,3,0.83,14.74
60880,603.0,77.38,0.2,1,0.48,15.52
60881,616.0,73.06,0.36,1,0.08,17.45
60882,567.0,70.14,0.07,1,0.35,11.2
60883,627.0,82.4,0.22,2,0.36,18.49
60884,753.0,89.33,0.86,1,0.54,13.56
60885,770.0,76.34,0.38,0,0.92,6.73
60886,742.0,84.71,0.78,2,0.17,9.31
60887,542.0,94.52,0.87,4,0.33,1.76
60888,663.0,68.52,0.12,1,0.01,15.76
60889,802.0,82.47,0.6,1,0.68,17.79
60890,753.0,81.19,0.71,1,0.54,13.57
60891,643.0,89.99,0.24,0,0.46,16.4
60892,424.0,67.22,0.09,1,0.66,2.01
60893,624.0,96.95,0.21,1,0.03,3.17
60894,711.0,95.82,0.2,0,0.8,3.6
60895,540.0,76.59,0.53,4,0.76,16.44
60896,542.0,56.36,0.61,3,0.14,14.42
60897,660.0,86.89,0.27,1,0.34,14.02
60898,730.0,91.93,0.16,2,0.49,9.1
60899,654.0,71.05,0.28,2,0.9,18.94
60900,643.0,76.57,0.99,0,0.75,15.26
60901,590.0,93.69,0.29,2,0.77,7.18
60902,496.0,52.14,0.2,0,0.89,8.14
60903,659.0,66.78,0.87,0,0.8,11.68
60904,657.0,59.11,0.51,3,0.27,6.02
60905,431.0,81.18,0.04,4,0.43,6.61
60906,626.0,74.03,0.22,3,0.13,10.25
60907,662.0,82.02,0.46,2,0.83,9.89
60908,609.0,87.36,0.85,1,0.33,7.48
60909,630.0,64.53,0.04,0,0.71,8.07
60910,598.0,82.51,0.68,1,0.98,6.92
60911,583.0,51.52,0.46,2,0.81,8.6
60912,498.0,85.8,0.0,3,0.18,15.48
60913,566.0,94.32,0.72,3,0.24,17.97
60914,684.0,82.55,0.23,2,0.72,3.99
60915,581.0,96.51,0.79,0,0.71,7.46
60916,452.0,74.54,0.29,4,0.79,11.83
60917,707.0,85.04,0.15,4,0.92,7.22
60918,523.0,83.05,0.89,1,0.18,10.24
60919,543.0,99.2,0.36,1,0.93,2.24
60920,591.0,53.56,0.57,1,0.72,5.36
60921,535.0,97.62,0.39,1,0.48,17.28
60922,644.0,77.91,0.29,1,0.17,0.96
60923,768.0,87.18,0.89,0,0.44,0.88
60924,518.0,59.36,0.94,1,0.85,13.76
60925,472.0,97.02,0.85,2,0.26,1.44
60926,643.0,54.35,0.3,1,0.65,14.23
60927,439.0,75.18,0.34,3,0.4,14.13
60928,682.0,77.76,0.7,2,0.98,17.56
60929,508.0,70.89,0.55,3,0.91,4.93
60930,581.0,67.9,0.13,1,0.85,17.88
60931,699.0,91.21,0.64,0,0.78,4.37
60932,684.0,60.91,0.26,1,0.44,4.27
60933,579.0,78.94,0.07,4,0.75,1.09
60934,628.0,57.29,0.78,2,0.57,8.77
60935,567.0,95.2,0.95,3,0.83,7.78
60936,486.0,51.66,0.81,2,0.18,12.99
60937,530.0,93.75,0.37,4,0.48,9.85
60938,596.0,76.21,0.92,1,0.13,16.03
60939,713.0,58.85,0.74,4,0.05,7.9
60940,487.0,67.98,0.14,0,0.82,18.03
60941,674.0,59.38,0.43,3,0.45,15.91
60942,582.0,77.69,0.4,4,0.5,3.8
60943,616.0,81.24,0.99,0,0.59,1.51
60944,634.0,89.72,0.8,1,0.22,6.73
60945,710.0,55.02,0.4,0,0.16,18.48
60946,541.0,84.41,0.32,5,0.99,8.71
60947,520.0,61.66,0.6,1,0.85,0.74
60948,546.0,73.89,0.79,1,0.33,15.19
60949,527.0,83.51,0.47,3,0.75,12.33
60950,482.0,61.69,0.83,2,0.26,16.58
60951,586.0,73.16,0.68,0,0.7,4.55
60952,429.0,77.63,0.27,4,0.18,6.31
60953,586.0,53.16,0.93,4,0.49,4.81
60954,599.0,51.93,0.33,3,0.12,9.96
60955,639.0,76.37,0.13,2,0.43,14.39
60956,559.0,67.5,0.23,1,0.74,19.17
60957,501.0,59.12,0.97,1,0.22,5.75
60958,474.0,62.5,0.25,3,0.51,5.23
60959,581.0,57.04,0.66,3,0.87,11.61
60960,846.0,90.86,0.76,4,0.94,11.1
60961,651.0,63.47,0.54,2,0.15,11.77
60962,609.0,83.03,0.88,1,0.3,12.77
60963,611.0,53.3,0.16,2,0.77,5.51
60964,641.0,50.39,0.15,2,0.14,16.03
60965,496.0,70.91,0.2,2,0.55,0.85
60966,531.0,60.93,0.36,2,0.84,2.11
60967,671.0,63.13,0.47,2,0.6,4.17
60968,657.0,90.73,0.23,6,0.77,7.94
60969,479.0,75.6,0.45,4,0.15,7.45
60970,526.0,65.57,0.88,2,0.75,2.37
60971,550.0,60.87,0.74,1,0.63,13.28
60972,620.0,88.92,0.61,2,0.93,16.28
60973,775.0,52.01,0.69,3,0.95,9.65
60974,644.0,70.55,0.22,2,0.37,14.21
60975,664.0,84.27,0.1,0,0.12,10.61
60976,527.0,88.58,0.34,0,0.65,14.32
60977,598.0,90.5,0.51,2,0.97,15.97
60978,510.0,99.83,0.26,1,0.75,13.89
60979,713.0,82.66,0.64,2,0.06,8.13
60980,618.0,55.67,0.73,4,0.2,1.89
60981,479.0,74.3,0.35,0,0.62,13.06
60982,442.0,62.11,0.76,0,0.56,9.95
60983,498.0,78.06,0.98,3,0.61,13.44
60984,695.0,74.12,0.98,0,0.76,13.9
60985,655.0,85.44,0.73,0,0.98,9.52
60986,402.0,88.48,0.93,1,0.89,17.73
60987,599.0,86.77,0.03,4,0.3,5.45
60988,645.0,85.9,0.31,1,0.26,1.88
60989,626.0,71.74,0.27,3,0.95,19.34
60990,553.0,60.42,0.32,1,0.81,6.94
60991,738.0,83.51,0.02,3,0.5,13.21
60992,618.0,98.95,0.4,4,0.05,9.72
60993,517.0,98.62,0.9,4,0.93,7.04
60994,590.0,89.76,0.78,1,0.07,3.39
60995,683.0,59.38,0.05,0,0.63,8.9
60996,565.0,95.69,0.94,2,0.25,8.6
60997,742.0,99.51,0.24,3,0.88,16.07
60998,731.0,63.24,0.7,2,0.22,8.67
60999,417.0,98.48,0.52,1,0.14,14.23
61000,703.0,74.6,0.78,2,0.54,19.96
61001,523.0,82.39,0.24,1,0.33,2.07
61002,619.0,63.4,0.89,1,0.99,10.86
61003,691.0,71.2,0.95,3,0.53,6.78
61004,575.0,87.9,0.56,4,0.32,7.15
61005,734.0,90.28,0.58,1,0.33,9.86
61006,535.0,79.27,0.84,1,0.69,17.33
61007,526.0,87.32,0.28,1,0.86,0.95
61008,659.0,98.28,0.27,6,0.41,4.5
61009,706.0,51.34,0.99,1,0.18,13.6
61010,626.0,58.41,0.75,4,0.26,10.32
61011,735.0,72.21,0.05,5,0.79,12.78
61012,300.0,94.88,0.01,1,0.12,17.11
61013,519.0,98.03,0.09,4,0.96,1.28
61014,573.0,91.91,0.7,2,0.83,2.69
61015,464.0,98.59,0.42,1,0.54,2.23
61016,480.0,69.14,0.14,0,0.65,9.59
61017,810.0,80.38,0.49,7,0.81,9.92
61018,785.0,72.04,0.3,2,0.32,17.17
61019,641.0,54.77,0.05,2,0.18,19.03
61020,505.0,71.53,0.47,1,0.39,4.53
61021,590.0,79.61,0.31,3,0.03,19.0
61022,587.0,92.82,0.46,3,0.05,19.05
61023,638.0,91.71,0.46,1,0.4,7.59
61024,641.0,68.96,0.15,4,0.5,0.99
61025,546.0,72.59,0.16,2,0.99,1.82
61026,643.0,58.72,0.32,2,0.71,1.36
61027,647.0,66.0,0.51,1,0.56,10.54
61028,593.0,61.58,0.92,4,0.79,11.32
61029,735.0,81.17,0.1,1,0.95,11.39
61030,585.0,84.17,0.55,1,0.03,1.83
61031,481.0,77.59,0.81,2,0.46,13.5
61032,516.0,73.64,0.03,0,0.77,3.8
61033,737.0,73.82,0.49,0,0.17,4.01
61034,664.0,95.06,0.71,0,0.37,16.01
61035,503.0,73.01,0.9,3,0.3,6.19
61036,516.0,87.31,0.05,1,0.12,6.79
61037,505.0,64.71,0.45,1,0.69,7.42
61038,562.0,69.76,0.24,2,0.14,2.85
61039,593.0,54.03,0.32,1,0.64,2.38
61040,609.0,91.67,0.26,1,0.73,14.21
61041,687.0,72.04,0.62,2,0.72,14.69
61042,581.0,70.77,0.19,2,0.78,17.51
61043,580.0,57.78,0.65,1,0.28,8.09
61044,698.0,61.47,0.85,2,0.4,9.38
61045,557.0,83.03,0.05,4,0.83,6.55
61046,734.0,75.29,0.55,0,0.94,2.99
61047,423.0,73.76,0.54,3,0.21,6.63
61048,752.0,90.41,0.41,1,0.62,12.3
61049,709.0,68.25,0.99,1,0.81,4.51
61050,624.0,68.67,0.35,1,0.73,15.9
61051,417.0,62.89,0.12,0,0.88,12.01
61052,546.0,78.83,0.89,3,0.98,13.78
61053,648.0,80.42,1.0,1,0.65,2.57
61054,645.0,88.31,0.93,2,0.18,18.67
61055,508.0,85.57,0.94,2,0.93,14.56
61056,796.0,84.37,0.64,0,0.76,9.75
61057,526.0,74.01,0.17,2,0.39,19.21
61058,731.0,57.85,0.29,3,0.08,2.88
61059,587.0,67.18,0.75,0,0.32,17.8
61060,518.0,60.17,0.49,0,0.57,14.45
61061,615.0,64.54,0.01,1,0.83,6.13
61062,691.0,87.89,1.0,2,0.37,8.1
61063,567.0,70.24,0.32,2,0.2,19.69
61064,647.0,76.95,0.54,1,0.27,18.32
61065,642.0,53.61,0.18,1,0.77,13.9
61066,606.0,57.04,0.93,1,0.36,10.5
61067,554.0,71.32,0.23,2,0.54,19.45
61068,713.0,57.54,0.9,2,0.74,10.94
61069,663.0,77.08,0.43,1,0.76,1.56
61070,521.0,76.53,0.52,1,0.21,11.97
61071,522.0,59.96,0.09,1,0.87,17.08
61072,547.0,62.61,0.56,4,0.61,16.2
61073,511.0,62.34,0.88,2,0.45,14.19
61074,515.0,94.9,0.22,0,0.58,0.67
61075,608.0,68.36,0.11,2,0.63,3.22
61076,561.0,97.57,0.37,1,0.96,7.98
61077,583.0,89.8,0.42,4,0.92,17.06
61078,605.0,59.83,0.45,3,0.53,8.27
61079,503.0,80.39,0.02,2,0.1,7.93
61080,628.0,59.37,0.6,0,0.09,11.16
61081,552.0,50.88,0.0,2,0.93,19.77
61082,591.0,70.51,0.49,2,0.59,17.06
61083,640.0,88.64,0.07,2,0.52,6.7
61084,580.0,97.2,0.45,4,0.79,11.09
61085,760.0,67.96,0.76,1,0.52,6.02
61086,640.0,65.21,0.01,2,0.15,6.06
61087,576.0,55.17,0.95,3,0.93,12.64
61088,496.0,62.62,0.9,2,0.05,10.26
61089,513.0,68.23,0.53,3,0.27,4.68
61090,514.0,84.94,0.57,0,0.17,8.72
61091,565.0,97.54,0.18,3,0.27,11.02
61092,615.0,75.39,0.35,2,0.74,1.6
61093,756.0,85.16,0.34,5,0.54,14.4
61094,653.0,86.03,0.91,0,0.56,15.45
61095,579.0,54.28,0.14,2,0.62,5.56
61096,849.0,76.75,0.34,3,0.56,13.5
61097,685.0,88.99,0.67,4,0.14,11.32
61098,589.0,94.46,0.66,2,0.21,5.0
61099,784.0,93.42,0.3,2,0.78,5.25
61100,545.0,63.79,0.75,3,0.53,10.34
61101,718.0,87.77,0.03,1,0.27,12.6
61102,450.0,71.8,0.09,1,0.37,17.11
61103,636.0,75.74,0.46,1,0.9,16.11
61104,595.0,73.06,0.02,0,0.83,2.06
61105,596.0,57.85,0.3,2,0.92,2.77
61106,329.0,82.57,0.47,3,0.88,9.67
61107,684.0,69.31,0.55,2,0.91,3.37
61108,507.0,58.76,0.52,1,0.68,2.22
61109,667.0,60.96,0.42,3,0.27,11.78
61110,507.0,57.32,0.11,3,0.69,18.07
61111,649.0,69.37,0.93,1,0.78,15.42
61112,609.0,89.88,0.56,0,0.5,1.07
61113,605.0,77.71,0.7,0,0.58,16.79
61114,720.0,70.53,0.7,1,0.73,7.21
61115,588.0,92.86,0.68,2,0.1,18.99
61116,616.0,54.38,0.91,2,0.81,13.68
61117,510.0,96.16,0.86,0,0.73,7.06
61118,774.0,64.55,0.25,5,0.84,9.46
61119,578.0,86.31,0.73,2,0.25,13.55
61120,474.0,63.59,0.29,1,0.14,8.05
61121,618.0,50.67,1.0,1,0.4,2.33
61122,774.0,74.33,0.37,2,0.22,2.32
61123,586.0,61.4,0.46,0,0.01,14.58
61124,787.0,72.45,0.78,2,0.77,9.99
61125,589.0,50.11,0.39,2,0.88,17.17
61126,716.0,95.05,0.53,1,0.28,2.12
61127,657.0,60.31,0.18,2,0.9,15.56
61128,587.0,94.31,0.9,2,0.72,5.61
61129,574.0,50.26,0.84,0,0.24,18.18
61130,520.0,76.99,0.23,2,0.84,12.33
61131,708.0,73.58,0.3,1,0.27,2.8
61132,545.0,95.98,0.84,3,0.31,19.12
61133,413.0,78.05,0.82,3,0.41,13.86
61134,674.0,58.78,0.96,1,0.97,15.83
61135,572.0,90.48,0.82,0,0.98,18.14
61136,639.0,79.11,0.54,1,0.23,8.41
61137,695.0,82.43,0.41,4,0.92,3.47
61138,569.0,77.43,0.3,1,0.1,6.25
61139,495.0,76.02,0.41,1,0.44,13.38
61140,705.0,50.9,0.25,4,0.74,19.42
61141,604.0,68.56,0.44,3,0.57,1.19
61142,708.0,53.34,0.18,1,0.78,9.56
61143,850.0,96.63,0.33,2,0.33,7.58
61144,741.0,95.7,0.74,0,0.77,2.59
61145,468.0,98.63,0.63,2,0.32,2.48
61146,523.0,86.22,0.64,2,0.64,7.03
61147,381.0,84.15,0.54,1,0.5,4.03
61148,414.0,60.68,0.47,1,0.97,10.12
61149,536.0,54.24,0.65,3,0.19,7.08
61150,549.0,53.06,0.88,3,0.81,3.78
61151,726.0,83.34,0.6,7,0.63,2.48
61152,838.0,76.53,0.03,3,0.94,7.44
61153,669.0,80.45,0.48,2,0.43,14.68
61154,539.0,65.57,1.0,1,0.57,18.34
61155,644.0,63.74,0.48,3,0.87,8.34
61156,590.0,57.06,0.23,1,0.87,8.95
61157,731.0,99.22,0.85,1,0.38,3.81
61158,554.0,83.62,0.44,4,0.72,3.68
61159,641.0,68.42,0.76,3,0.41,9.67
61160,495.0,77.08,0.88,3,0.13,9.45
61161,698.0,71.39,0.04,3,0.56,16.32
61162,603.0,52.41,0.77,4,0.64,1.32
61163,543.0,67.72,0.61,1,0.85,9.45
61164,656.0,86.76,0.34,0,0.31,3.36
61165,602.0,99.84,0.73,1,0.6,9.61
61166,661.0,50.43,0.31,2,0.4,12.49
61167,643.0,75.95,0.21,2,0.22,1.15
61168,642.0,74.28,0.5,2,0.42,13.01
61169,459.0,82.9,0.32,3,0.45,11.41
61170,522.0,54.48,0.54,2,0.81,8.12
61171,674.0,91.02,0.11,0,0.39,5.17
61172,738.0,64.4,0.74,1,0.11,16.67
61173,500.0,51.69,0.78,1,0.67,15.39
61174,804.0,72.43,0.43,4,0.35,15.6
61175,668.0,80.36,0.25,1,0.01,2.59
61176,669.0,73.84,0.22,3,0.51,17.63
61177,650.0,92.39,0.26,2,0.92,3.44
61178,517.0,54.94,0.33,2,0.05,19.09
61179,717.0,70.33,0.81,0,0.38,14.19
61180,604.0,82.89,0.19,1,0.4,10.83
61181,742.0,51.53,0.32,3,0.2,2.33
61182,654.0,84.52,0.1,4,0.97,3.17
61183,598.0,75.51,0.14,2,0.22,4.37
61184,590.0,78.76,0.11,4,0.18,7.53
61185,532.0,84.74,0.21,2,0.38,14.39
61186,629.0,62.19,0.53,2,0.32,4.71
61187,559.0,69.29,0.27,0,0.22,2.01
61188,694.0,53.33,0.87,3,0.22,7.62
61189,432.0,51.56,0.29,2,0.72,2.31
61190,367.0,54.8,0.58,2,0.96,12.84
61191,564.0,97.43,0.05,1,0.11,17.04
61192,578.0,56.9,0.62,0,0.25,18.34
61193,618.0,90.48,0.05,3,0.16,6.57
61194,608.0,87.5,0.04,2,0.79,3.26
61195,651.0,62.93,0.18,4,0.01,3.72
61196,498.0,77.35,0.43,2,0.06,6.43
61197,598.0,89.01,0.48,6,0.08,5.4
61198,453.0,59.53,0.12,2,0.46,8.67
61199,575.0,87.93,0.74,3,0.74,0.65
61200,711.0,94.95,0.28,1,0.02,14.65
61201,470.0,75.05,0.61,2,0.02,6.58
61202,365.0,83.83,0.44,0,0.08,18.9
61203,678.0,95.86,0.54,4,0.06,14.96
61204,735.0,54.48,0.46,0,0.02,13.31
61205,446.0,85.89,0.84,3,0.61,11.41
61206,654.0,73.71,0.64,1,0.21,8.46
61207,698.0,50.39,0.16,2,0.55,18.19
61208,709.0,86.03,0.61,1,0.95,3.3
61209,631.0,88.88,0.85,1,0.92,13.17
61210,592.0,75.72,0.4,1,0.95,18.51
61211,441.0,69.75,0.61,6,0.53,19.09
61212,732.0,62.43,0.52,1,0.76,13.24
61213,678.0,76.64,0.56,3,0.87,0.81
61214,513.0,53.57,0.95,1,0.25,18.67
61215,573.0,78.26,0.63,4,0.36,16.34
61216,669.0,68.91,0.85,0,0.81,1.84
61217,687.0,79.5,0.86,4,0.73,2.83
61218,753.0,66.05,0.45,4,0.11,15.42
61219,714.0,82.08,0.11,3,0.12,16.12
61220,619.0,84.24,0.53,2,0.74,4.69
61221,607.0,62.27,0.68,1,0.98,4.26
61222,613.0,86.42,0.31,5,0.4,3.42
61223,705.0,84.66,0.98,2,0.17,10.4
61224,790.0,85.25,0.41,0,0.73,14.54
61225,607.0,96.35,0.05,2,0.56,18.54
61226,423.0,92.92,0.97,1,0.48,12.56
61227,573.0,64.57,0.03,1,0.24,4.95
61228,502.0,94.07,0.09,2,0.67,13.29
61229,609.0,96.79,0.66,4,0.21,15.5
61230,649.0,69.49,0.4,3,0.95,5.68
61231,483.0,76.54,0.89,0,0.32,15.34
61232,707.0,53.77,0.38,3,0.42,11.25
61233,498.0,54.24,0.68,4,0.55,2.31
61234,426.0,88.69,0.66,2,0.11,1.55
61235,721.0,80.41,0.15,3,0.41,5.66
61236,659.0,80.67,0.99,2,0.73,14.98
61237,583.0,61.85,0.67,2,0.39,18.14
61238,699.0,55.17,0.64,0,0.27,6.21
61239,556.0,55.27,0.6,2,0.88,13.05
61240,678.0,68.92,0.53,2,0.54,14.6
61241,611.0,63.56,0.85,1,0.07,9.7
61242,489.0,70.05,0.16,4,0.02,10.72
61243,676.0,56.12,0.8,1,0.52,9.12
61244,588.0,93.52,0.36,3,0.75,19.77
61245,643.0,53.97,0.27,2,0.49,11.99
61246,635.0,59.66,0.4,1,0.03,11.97
61247,588.0,94.23,0.95,4,0.72,10.87
61248,622.0,64.46,0.85,3,0.52,6.58
61249,300.0,89.09,0.5,3,0.27,12.65
61250,496.0,67.78,0.6,1,0.45,14.31
61251,616.0,50.25,0.3,1,1.0,1.3
61252,646.0,94.15,0.38,3,0.53,3.16
61253,732.0,70.3,0.58,4,0.77,9.05
61254,464.0,59.34,0.11,0,0.61,3.91
61255,756.0,55.33,0.95,3,0.4,10.63
61256,681.0,79.43,0.54,2,0.52,2.86
61257,546.0,76.05,0.07,0,0.22,7.01
61258,546.0,75.32,0.28,2,0.12,15.19
61259,508.0,80.4,0.8,3,0.21,1.1
61260,838.0,64.77,0.95,1,0.8,12.28
61261,654.0,69.36,0.36,5,0.77,15.75
61262,474.0,66.02,0.82,0,0.39,10.67
61263,430.0,82.19,0.58,5,0.17,11.51
61264,617.0,79.45,0.24,1,0.68,8.1
61265,629.0,71.17,0.22,1,0.77,14.09
61266,576.0,84.38,0.92,2,0.06,19.53
61267,644.0,60.02,0.97,1,0.6,17.87
61268,695.0,97.24,0.53,1,0.84,10.28
61269,629.0,61.42,0.49,2,0.73,19.06
61270,714.0,94.74,0.37,0,0.25,19.72
61271,744.0,67.61,0.35,1,0.33,10.53
61272,571.0,95.97,0.68,1,0.23,19.51
61273,850.0,72.52,0.96,3,0.83,12.44
61274,387.0,69.15,0.66,2,0.42,6.46
61275,528.0,66.21,0.54,3,0.6,10.23
61276,808.0,91.63,0.9,1,0.37,0.95
61277,649.0,70.86,0.8,2,0.76,18.2
61278,545.0,70.51,0.34,2,0.7,2.09
61279,505.0,90.31,0.61,0,0.06,19.13
61280,824.0,96.31,0.69,2,0.23,3.21
61281,726.0,92.38,0.59,4,0.62,5.46
61282,641.0,60.72,0.57,2,0.35,5.68
61283,530.0,69.64,0.71,2,0.32,14.38
61284,610.0,61.43,0.94,1,0.52,14.86
61285,688.0,53.38,0.5,1,0.34,7.52
61286,628.0,59.51,0.27,2,0.39,10.62
61287,590.0,96.19,0.42,3,0.13,12.58
61288,440.0,64.11,0.67,0,0.29,8.18
61289,705.0,85.36,0.83,3,0.32,7.49
61290,754.0,96.36,0.26,4,0.8,6.51
61291,651.0,58.78,0.29,3,0.67,9.42
61292,613.0,91.52,0.4,1,0.43,6.37
61293,829.0,79.93,0.38,2,0.96,15.73
61294,572.0,73.89,0.19,1,0.54,17.24
61295,699.0,85.32,0.33,1,0.9,16.22
61296,661.0,77.57,0.79,1,0.55,18.86
61297,594.0,62.77,0.99,2,0.06,14.32
61298,466.0,88.86,0.47,2,0.71,18.86
61299,767.0,78.64,0.76,5,0.45,19.76
61300,546.0,95.08,0.87,1,0.52,14.65
61301,657.0,86.79,0.06,1,0.77,17.87
61302,684.0,54.58,0.83,2,0.93,2.18
61303,539.0,57.05,0.25,5,0.92,14.24
61304,704.0,53.02,0.38,2,0.75,7.67
61305,467.0,72.25,0.05,2,0.66,14.33
61306,491.0,73.6,0.07,3,0.38,18.46
61307,416.0,88.55,0.04,1,0.51,19.96
61308,692.0,64.61,0.26,3,0.47,18.93
61309,597.0,60.56,0.11,0,0.05,9.67
61310,530.0,61.94,0.88,2,0.48,1.73
61311,509.0,68.91,0.14,2,0.96,3.9
61312,461.0,61.44,0.79,4,0.92,0.59
61313,559.0,55.83,0.86,2,0.18,6.27
61314,607.0,99.73,0.4,2,0.88,9.08
61315,663.0,62.6,0.62,2,0.67,1.9
61316,401.0,94.29,0.71,2,0.82,6.45
